Doctor Name,Address,PTR
MOLINA FELICE,ILOILO MISSION HOSPITAL,nan
MOSQUETE JOCELYN,ROXAS CITY,nan
NAPOLAN MACARIO,Miagao,nan
NAPOLAN JOHN,Miagao,nan
NENITA LUTCHING,ROXAS CITY,nan
NUFABLE CHRISTIEN MARIE,ILOILO SAINT PAUL HOSPITAL,nan
OBLIGACION HALBERD,ILOILO SAINT PAUL HOSPITAL,nan
ORTIGAS JONAS,ILOILO SAINT PAUL HOSPITAL,nan
PACETE THEABELLE,ILOILO SAINT PAUL HOSPITAL,nan
PALOMO PHOEBE,PASSI,nan
PAUCHANO FRAULIN,GUIMARAS,nan
PEDREGOSA TESSIE,POTOTAN,nan
PEREZ CLAIRE,AKLAN KALIBO,nan
PILLO MARY GRACE,MOLO HEALTH CENTER,nan
PONJE AIME,ILOILO SAINT PAUL HOSPITAL,nan
PORAL OWEN,WESTERN VISAYAS SANITARIUM GENERAL HOSPITAL,nan
PORTES DANNY,AKLAN KALIBO,nan
QUINDOR DARCY,AKLAN KALIBO,nan
REGOSO DANILO,Tanza,nan
SAITON TOMAS,GUIMARAS,nan
SALAPARE REINA GRACE,WESTERN VISAYAS SANITARIUM GENERAL HOSPITAL,nan
SAMONTE QUENNIE,AKLAN KALIBO,nan
SAMONTE VIM,AKLAN KALIBO,nan
SILUBRICO YVETTE,ILOILO DOCTORS HOSPITAL,nan
SIRILAN LORELEI,ILOILO SAINT PAUL HOSPITAL,nan
SIRILAN HERMAN MELVIN,ILOILO SAINT PAUL HOSPITAL,nan
SOBREVEGA ANA KRISTINA,ILOILO DOCTORS HOSPITAL,nan
SOBREVEGA PAUL,ILOILO DOCTORS HOSPITAL,nan
SUAVERDE KRISTINE,WESTERN VISAYAS SANITARIUM GENERAL HOSPITAL,nan
SUELO GEMMA,WESTERN VISAYAS SANITARIUM GENERAL HOSPITAL,nan
SUMAGAYSAY JUAN ISMAEL,ILOILO DOCTORS HOSPITAL,nan
SY TOMASITO,MEDICUS HEALTH PARTNERS,nan
TABUENA DAISY,ASCLEPIUS DRUGSTORE AND MEDICAL LABORATORIES,nan
TABUENA ROLLIN,ASCLEPIUS DRUGSTORE AND MEDICAL LABORATORIES,nan
TALLADOR REY,Janiuay,nan
TEODISIO HASELYN,AKLAN KALIBO,nan
TORRES MAZELLE,AKLAN KALIBO,nan
TRESPECES CHRISTINE JOY,ILOILO DOCTORS HOSPITAL,nan
TRIVELEGIO ROD ROSE,ILOILO SAINT PAUL HOSPITAL,nan
UMADHAY SANDRA JOY,WESTERN VISAYAS SANITARIUM GENERAL HOSPITAL,nan
UY MELITA JESUSA,ILOILO DOCTORS HOSPITAL,nan
VALENCIA RODNEY,AKLAN KALIBO,nan
VELASCO ANNA MARIE,ILOILO SAINT PAUL HOSPITAL,nan
VILLA  PATRICIA,GCJ DIAGNOSTIC CENTER,nan
VILLANUEVA JOEBERT,ILOILO MISSION HOSPITAL,nan
VILLANUEVA WALTER,GUIMARAS,nan
VILLANUEVA QUINDIALEM,DINGLE,nan
VINCULADO ERIC,ROXAS CITY,nan
ZAMBARANO SHARON,GUIMARAS,nan
ABBARIAO MARITONI,Camarin Doctors Hospital,nan
ADAMOS EMMYLOU,Camarin Doctors Hospital,nan
AGGABAO HAZEL,VMB Med2020 Clinic,nan
AGUILAR ALEJANDRO,VMB Med2020 Clinic,nan
ALAN PICHY,Bernardino General Hospital 2,nan
AMPATI BONNIE,Camarin Doctors Hospital,nan
ANGELES EMMANUEL,Isiah Walk In Medical Clinic,nan
ANTOLIN MARCO,Camarin Doctors Hospital,nan
ANTONIO-SISON JEVI ANN,Camarin Doctors Hospital,nan
AQUINO ANGELO,Aquino Medical Clinic,nan
ASISTORES MARIA THERESA,Camarin Doctors Hospital,nan
ASISTORES ALVIN,Camarin Doctors Hospital,nan
AYUYAO FERNANDO,FEU - NRMF Medical Center,nan
BABIERA TITO,Camarin Doctors Hospital,nan
BACOLOR JENNIFER,Bacolor Family Clinic,nan
BAES ROSARIO,FEU - NRMF Medical Center,nan
BAGOS JOHN PAUL,Camarin Doctors Hospital,nan
BALBIDO JULIUS,Camarin Doctors Hospital,nan
BASCOS JAYSON,FEU - NRMF Medical Center,nan
BAUTISTA BERNADETTE,Bautista Medical Clinic,nan
BAUTISTA MICHAEL,HOR,nan
BAYAN LEAH,Camarin Doctors Hospital,nan
BENTERO SHARON,Camarin Doctors Hospital,nan
BERMUDEZ GHERALD,FEU - NRMF Medical Center,nan
BERNARDINO RANHEL,Bernardino General Hospital 2,nan
BITONG ESTRELITA,Commonwealth Hospital and Medical Center,nan
BOGNOT CIRILO,Bernardino General Hospital 2,nan
BRABANTE AMBROSIO,Commonwealth Hospital and Medical Center,nan
BRINEZ MICHAEL,Camarin Doctors Hospital,nan
BRINGAS MIABELLE,MBB Medical Clinic,nan
BUMATAY VALERIE,Camarin Doctors Hospital,nan
CABADING IAN,Camarin Doctors Hospital,nan
CABAS LOUIE,Camarin Doctors Hospital,nan
CABASAN GINGER,FEU - NRMF Medical Center,nan
CADIENTE MARY JANE,Camarin Doctors Hospital,nan
CANDAVA JOHNEL,Commonwealth Hospital and Medical Center,nan
CAPUZ MARLYN,Camarin Doctors Hospital,nan
CARANDANG RALPH,Camarin Doctors Hospital,nan
CARPIO JOSEPH,Camarin Doctors Hospital,nan
CAYETANO ETHYL,HOR,nan
CEREZO FREMAN,FEU - NRMF Medical Center,nan
CHUA ANNETTE,Commonwealth Hospital and Medical Center,nan
CONSUL JARET,Camarin Doctors Hospital,nan
CRISANTO ANA JEAN,Mary Mount Medical Clinic,nan
CRISOSTOMO MA. LUISA,Camarin Doctors Hospital,nan
CUA RODRIGO,Exodus Medical Clinic,nan
DAVID ARWIN,Commonwealth Hospital and Medical Center,nan
DAYRIT GREG,FEU - NRMF Medical Center,nan
DE CASTRO DIANA,FEU - NRMF Medical Center,nan
DE LEON CLARENCE,Commonwealth Hospital and Medical Center,nan
DE LEON JERICHO,FEU - NRMF Medical Center,nan
DE TORRES MA. THERESA,TMC SM Fairview,nan
DELA CRUZ KATHERINE,TMC SM Fairview,nan
DIAZ REI PAOLO,Commonwealth Hospital and Medical Center,nan
DIZON MARIEFI,COA,nan
DOMINGO MARIO,Camarin Doctors Hospital,nan
DOMINGO POLLY,Camarin Doctors Hospital,nan
DOMINGUEZ PAULETTE,TMC SM Fairview,nan
DONATO KYLA LOUISE,Timogan Family Clinic,nan
DULAY MONET,Camarin Doctors Hospital,nan
EDAR MARY FLOR,Camarin Doctors Hospital,nan
ESCABILLAS CYRUS,FEU - NRMF Medical Center,nan
ESMAEILI ARMIN,Camarin Doctors Hospital,nan
ESPINEDA EMMANUEL,"New World Diagnostics, Inc.",nan
ESTEPA LILYBELL,Camarin Doctors Hospital,nan
EVANGELISTA JOJO,FEU - NRMF Medical Center,nan
EVANGELISTA PHILIP,Evangelista Medical Clinic,nan
FABUL MERMA,Mercene Medical Dental Diagnostic Clinic,nan
FERNANDEZ MARC,Diliman Doctors Hospital,nan
FLORES ANN MARGARET,TMC SM Fairview,nan
FUGUIAO ROGELIO,NPRE Doctors Clinic,nan
GAGALAC FAMELA,Camarin Doctors Hospital,nan
GALDONES-VELASCO MARIAN ESTHER,Camarin Doctors Hospital,nan
GALLINERA MA. CRISTINA,Bernardino General Hospital 2,nan
GARCIA GERALDINE,Commonwealth Hospital and Medical Center,nan
GARINGO JESSAMINE,Family Care Clinic,nan
GUEVARRA ANNE CHRISTINE,Bernardino General Hospital 2,nan
HERNANDEZ ALVIN,Camarin Doctors Hospital,nan
IBE MARIA ESTRELLA,FEU - NRMF Medical Center,nan
ISIDORO MYRELLE,Rosario Maclang Bautista General Hospital,nan
ISIDRO MA. WIVINA,Bernardino General Hospital 1,nan
JASARENO RHODORA,Westview Clinic,nan
JAVISON RICARDO,Camarin Doctors Hospital,nan
LATONIO JONATHAN,Camarin Doctors Hospital,nan
LICOP DEANA,Bautista Medical Clinic,nan
LIM ARNEL,Commonwealth Hospital and Medical Center,nan
LIMBO MICHAEL,Commonwealth Hospital and Medical Center,nan
LINGA ROWENA,FEU - NRMF Medical Center,nan
LUANSING CHARLENE,Bernardino General Hospital 2,nan
MADRID JOHN ROSELLO,Commonwealth Hospital and Medical Center,nan
MAGBUHAT ROBELITO,Commonwealth Hospital and Medical Center,nan
MAGPANTAY FATIMA,Commonwealth Hospital and Medical Center,nan
MALILAY ARLENE,TMC SM Fairview,nan
MANALO JOYCE,Bernardino General Hospital 2,nan
MANAPAT RUBEN,FEU - NRMF Medical Center,nan
MANICAD MARLON,Commonwealth Hospital and Medical Center,nan
MANINANG JR. NOEL,Commonwealth Hospital and Medical Center,nan
MARASIGAN ELFINA,FEU - NRMF Medical Center,nan
MARCELLANO RACHELL,Camarin Doctors Hospital,nan
MATA CECILLE,Diliman Doctors Hospital,nan
MAYLEM GENICA LYNNE,TMC SM Fairview,nan
MEDEL IDA,Mother Mary Clinic,nan
MEDEL SHARMAINE,Mother Mary Clinic,nan
MIRANDA EMMA,Camarin Doctors Hospital,nan
MOLINA MARC,New Era General Hospital,nan
MONREAL EVA LYKA,New Era General Hospital,nan
MUNOZ FLORANTE,Commonwealth Hospital and Medical Center,nan
NERI REYNALDO,Commonwealth Hospital and Medical Center,nan
NG CYBELLE,Camarin Doctors Hospital,nan
ONG MARISSA,Camarin Doctors Hospital,nan
PACARIEM KRISTOFFER,Camarin Doctors Hospital,nan
PADUA OPHELIA,Isiah Walk In Medical Clinic,nan
PALILEO NYSSA,Camarin Doctors Hospital,nan
PANAGA IRMA,FEU - NRMF Medical Center,nan
PANGANIBAN RANDY,FEU - NRMF Medical Center,nan
PATERNO ROLANDO,Camarin Doctors Hospital,nan
PEIG ARLENE,FEU - NRMF Medical Center,nan
PERALTA RAFAEL JOSE,Commonwealth Hospital and Medical Center,nan
PINEDA RAMON,FEU - NRMF Medical Center,nan
QUIDLAT PAOLA PATRICIA,FEU - NRMF Medical Center,nan
QUIZON LENDRY,TMC SM Fairview,nan
RAMOS MARK ERVING,Camarin Doctors Hospital,nan
REALCE TRISTAN,NPRE Doctors Clinic,nan
REFUERZO FRANCIS,Bernardino General Hospital 2,nan
REYES REGINA,FEU - NRMF Medical Center,nan
REYES CHRISTIE,Commonwealth Hospital and Medical Center,nan
RIVERA CEFERINO,General Malvar Hospital,nan
ROMA MARIETTA,Camarin Doctors Hospital,nan
ROSSI ENRICO,HOR,nan
SABINIANO KATHLEEN,TMC SM Fairview,nan
SALCEDO VON,Novaliches District Hospital,nan
SALINAS BHENELYNE,Camarin Doctors Hospital,nan
SATUNA ARLYN,Camarin Doctors Hospital,nan
SAYSON JOBERLY,Camarin Doctors Hospital,nan
SINAY VINCENT,TMC SM Fairview,nan
SO EDISON,Camarin Doctors Hospital,nan
SOMBRETO AARON FOSTER,Westview Clinic,nan
SUNGA YORADYL,Camarin Doctors Hospital,nan
TAMAYO-GARCIA MARY GRACE,Camarin Doctors Hospital,nan
TAN CATHERINE,Commonwealth Hospital and Medical Center,nan
TAN CHO-CHIONG,FEU - NRMF Medical Center,nan
TEJADA JASON,Bernardino General Hospital 2,nan
TEVES IAN TIMOTHY,Camarin Doctors Hospital,nan
TIANGCO MARY AIDEL,Camarin Doctors Hospital,nan
TORAL VICTOR JOHN,Camarin Doctors Hospital,nan
TUANO NORBERT,Commonwealth Hospital and Medical Center,nan
VALDEZ JONATHAN,COA,nan
VALENCIA VINCENT,HOR,nan
VARONA JU,St. Blaise Medical Clinic,nan
VEGA JOSE LAMBERTO,FEU - NRMF Medical Center,nan
VINOYA APRIL,Maxicare Family Clinic,nan
YORO OFELYN,Bernardino General Hospital 1,nan
YUMUL MARICAR,FEU - NRMF Medical Center,nan
ZALES JEOFFREY,Camarin Doctors Hospital,nan
ZOLETA TRISTAM,Camarin Doctors Hospital,nan
ABALLE KENNETH VERGEL,Clinica Yap,nan
ABDULLAH MAROHOMSALIC,ACE MEDICAL CENTER CAGAYAN DE ORO,nan
ABEJUELA ZAYNAB,Cagayan de Oro Medical Center,88702.0
ABEJUELA NHICCO FRANCIS,Cagayan de Oro Medical Center,nan
ABRENA MARIFE THERESA,Mt. Carmel Pharmacy & Clinic,93692.0
ACUESTA WINA CANDY ROSE,Clinica Yap,nan
ACUÑA EVAN,Simbulan Sto. Niño General Hospital,92816.0
ADAJAR GIMNASTE  GLENN,Northern Mindanao Medical Center,nan
AGUIRRE JOSE,Malaybalay Polymedic General Hospital,86842.0
ALABA ANGELES,Polymedic Medical Plaza,nan
ALABA-BELESARIO CLEVAN TERESITA,Polymedic Medical Plaza,119146.0
ALCANTARA FRANCIS DERRICK,Northern Mindanao Medical Center,nan
AMATO MACRINE GRACE,Cagayan de Oro Medical Center,94999.0
AMATO PREVAL ANTHONY,Cagayan de Oro Medical Center,nan
ANDUTAN RAUL CARLO,Polymedic Medical Plaza,nan
ANDUTAN RAUL  MARTIN,Northern Mindanao Medical Center,nan
APAG RICHE,Polymedic Medical Plaza,98071.0
APOR ALMIRA DOREEN,St. Francis Hospital,nan
ARCADIO STELLA,Medstation,nan
ARCAYERA JOHN MARK,Clinica Yap,92724.0
BACAL AQUELLO ROBERTO,Polymedic Medical Plaza,77539.0
BAGAYO GWEN,Cagayan de Oro Medical Center,nan
BAGAYO EUGENE REY,Polymedic Medical Plaza,nan
BALGOA LEAH,Clinica Yap,nan
BANSILOY GENEVIEVE,Clinica Yap,nan
BASANG JEROME,POLYMEDIC GENERAL HOSPITAL,nan
BAVIERA REESHEL,Bukidnon Provincial Hospital Maramag,nan
BLANCAVER JANE,Valencia Polymedic General Hospital,nan
BLANCAVER  CINDY,Adventist Medical Center - Valencia,101635.0
BOLANIO GINA,Madonna & Child Hospital,nan
BROBO SARAEL,Polymedic Medical Plaza,nan
CABALLERO FLAVIANO,Polymedic Medical Plaza,nan
CABUNILAS RHODORA,La Viña General Hospital,79975.0
CADIZ ARTEMIO ALEXIS,Cagayan de Oro Medical Center,nan
CALIBUGAR HECTOR,Bukidnon Provincial Hospital Maramag,91297.0
CASTILLA TECELYN,Valencia Polymedic General Hospital,nan
CAYABYAB MYRON,Cagayan de Oro Medical Center,nan
CHANG ALAN,Cagayan de Oro Medical Center,61416.0
CO DONALD,Polymedic Medical Plaza,96515.0
CO KRISTINA ANNE,St. Jude Thaddues General Hospital,124403.0
CO-UNTIAN JASMEEN MARISSE,Polymedic Medical Plaza,135322.0
CORUNA JOSE JR,Maria Reyna Xavier University Hospital,102633.0
DAGANDARA ANGELICA,Polymedic Medical Plaza,nan
DAYA WENCITO,Polymedic Medical Plaza,nan
DAYUPAY ERWIN,Maria Reyna Xavier University Hospital,nan
DE LEON MARIA ELIZABETH,Bukidnon Provincial Medical Center,nan
DEL MUNDO MARY JANE,Bethel Baptist Hospital,90537.0
DEPAYSO MARBE JOY,Clinica Yap,106033.0
DISPO DONNA BELLE,Malaybalay Polymedic General Hospital,121720.0
EBARLE MARIA TERISITA,La Viña General Hospital,108588.0
ESLING KATHRENA THERESE,Madonna & Child Hospital,nan
FIRAZA PAUL NIMROD,Polymedic Medical Plaza,nan
FLORES MARIA GRACIA,Polymedic Medical Plaza,88699.0
FLORES SHIELAMAR,Don Carlos Doctors Hospital,nan
GALON MYVIE,Madonna & Child Hospital,nan
GAMOLO PETER IVAN,Polymedic Medical Plaza,nan
GAMUTAN RANILLO JR.,Simbulan Sto. Niño General Hospital,nan
GARCIA JOSEPH ALLAN,Cagayan de Oro Medical Center,52392.0
GO BENSON,St. Francis Hospital,89785.0
GO FRANZ ALBERT,Polymedic Medical Plaza,1.0
GO-SEE JUDEE ANN,Polymedic Medical Plaza,nan
GREGORIOS ARIEL,Simbulan Sto. Niño General Hospital,98007.0
GUDITO FRANCO,Cagayan de Oro Medical Center,109008.0
GUZMAN MAE ARGAILYN,La Viña General Hospital,nan
HIPONA CHRISTI ANNAH,Polymedic Medical Plaza,nan
KHO ANNE CHRISTINE,Cagayan de Oro Medical Center,nan
LAGURA CRYSTAL FAYE,Don Carlos Doctors Hospital,nan
LAPPAY JEFFREY,Polymedic Medical Plaza,124959.0
LAROT HOPE,Malaybalay Polymedic General Hospital,84296.0
LATAYAN ADONIS,Medical Hub,nan
LATORRE MICHELLE,POLYMEDIC GENERAL HOSPITAL,nan
LEDESMA ANNA PATRICA,Polymedic Medical Plaza,nan
LIM ROSSINI ABBIE,Cagayan de Oro Medical Center,nan
LIM MERLIN,La Viña General Hospital,nan
LONGNO HARRY,Cagayan de Oro Medical Center,nan
MAMAWAG ELVIE MAY,Malaybalay Polymedic General Hospital,104577.0
MEJIAS MARIFE,Cagayan de Oro Medical Center,92801.0
MOHAN PAMELA RUTH,Bethel Baptist Hospital,nan
MURILLO MANDBELL,St. Jude Thaddues General Hospital,nan
MURILLO RHEA KARLA,St. Jude Thaddues General Hospital,nan
NAPIGKIT GLADDAYS,Adventist Medical Center - Valencia,110138.0
OBSIOMA MA. ARLEEN,Cagayan de Oro Medical Center,nan
OLANO ALDANICA,ACE MEDICAL CENTER CAGAYAN DE ORO,nan
OPORTO KENNETH,Polymedic Medical Plaza,nan
PAGDILAO  JICA GRACE,Polymedic Medical Plaza,nan
PALABRICA MA. LUISA,Polymedic Medical Plaza,nan
PALABRICA NEILSON,Polymedic Medical Plaza,nan
PANOLONG MURSHIDA,Polymedic Medical Plaza,nan
PENARANDA MA. NENA,Capitol University Medical City,nan
PEPITO ZICHRI KEREN,St. Jude Thaddues General Hospital,nan
PON GERALDINE,Cagayan de Oro Medical Center,84566.0
QUISIL DAREL GRESAN,Adventist Medical Center - Valencia,nan
RAVELO EVELYN,Medical Hub,nan
ROCHA ROWENA,Cagayan de Oro Medical Center,nan
RODRIGO ARNEL,La Viña General Hospital,nan
RUIZ IRENE,La Viña General Hospital,nan
SAAVEDRA SUE CELLE,Cagayan de Oro Medical Center,82362.0
SALMAN LIMPAO,Northern Mindanao Medical Center,nan
SAN JUAN ERICKSON,St. Ignatius Medical Clinic,nan
SANDOVAL DAX,St. Jude Thaddues General Hospital,nan
SANDOVAL KRISTIN,Clinica Yap,102887.0
SANTOS PETER,ACE MEDICAL CENTER CAGAYAN DE ORO,nan
SARMIENTO MARK,Cagayan de Oro Medical Center,115538.0
SASIL ROY,Polymedic Medical Plaza,104792.0
SEBASTIAN EMMANUEL,Cagayan de Oro Medical Center,nan
SOBREVEGA NOEL,Clinica Yap,111822.0
SURDILLA ARTURO,Cagayan de Oro Medical Center,72514.0
TAGAB HERBERT,POLYMEDIC GENERAL HOSPITAL,nan
TALABUCON LORETO,Madonna & Child Hospital,111741.0
TANCONGCO FAUSTO,Polymedic Medical Plaza,nan
TENORIO APOLLO RODERICK,Malaybalay Polymedic General Hospital,103948.0
TIA SHIRLEY,Cagayan de Oro Medical Center,nan
VELASCO MARIEL DIANE,Madonna & Child Hospital,nan
VILLAHERMOSA MAYLYN,Medical Hub,nan
VILLARAZA ROLANDO,POLYMEDIC GENERAL HOSPITAL,nan
WABE NATASHA,Polymedic Medical Plaza,106023.0
YAP ALFREDO,Clinica Yap,nan
YAP ANGELES,Clinica Yap,74862.0
YAP RAMON,Cagayan de Oro Polymedic General Hospital,nan
AFRICA KATHRYN MAE,MARIKINA VALLEY MEDICAL CENTER,nan
AJON ALYSSA ROSENI,SAN MATEO MEDICAL CENTER,nan
ALEXANDER CALDERON,MARIKINA VALLEY MEDICAL CENTER,nan
ALORRO-LEE EMMYLOU,SAN MATEO MEDICAL CENTER,nan
ALVARADO MARK EDSEL,SAN MATEO MEDICAL CENTER,nan
AMBA NEIL FRANCIS,MARIKINA VALLEY MEDICAL CENTER,nan
ANCHETA JESUS,GARCIA GENERAL HOSPITAL,nan
ANDALES AUBREY,SAN MATEO DOCTORS,nan
ANSELMO MELISSA,ST. VICTORIA HOSPITAL,nan
ANTONIO ATENA KATE,SAN MATEO MEDICAL CENTER,nan
ANTONIO JULIAN EMMANUEL,ST.MATTHEUS HOSPITAL,nan
ARINAS CHERRY,PADRE PIO HOSPITAL,nan
AVENIDO LOWELL,MARIKINA VALLEY MEDICAL CENTER,nan
BANZON JAQUIELINE,ST. VINCENT HOSPITAL,nan
BATUAMPAR JOSEPHIN,P. GONZALEZ HOSPITAL,nan
BAUTISTA MARIE FE,SAN MATEO MEDICAL CENTER,nan
BAYAUA RAYMOND,MARIKINA VALLEY MEDICAL CENTER,nan
BERMUDEZ CHARITO,MARIKINA VALLEY MEDICAL CENTER,nan
BIANA RENATO,SAN MATEO SUPERHEALTH CENTER,nan
BORJA MAUREEN,SAN MATEO MEDICAL CENTER,nan
BRAVO MARJORI,MARIKINA VALLEY MEDICAL CENTER,nan
BUHAT DONNAMAE LYN,HVILL HOSPITAL,nan
CABANOS CHRISTIANNE,TMC SM SAN MATEO,nan
CABIGAS KAREN,SAN MATEO MEDICAL CENTER,nan
CAMBONGA MANDER,HVILL HOSPITAL,nan
CARLOS RUBELINO,CARLOS CLINIC,nan
CARRASCAL BEA,SAN MATEO MEDICAL CENTER,nan
CASTRO JOSE NATHANIEL,CASTRO CLINIC,nan
CATLI ARTHUR,Amang Hospital,nan
CHAN RUFINO,ST. VINCENT HOSPITAL,nan
CHANYUNGCO JOEY NOEL,MARIKINA VALLEY MEDICAL CENTER,nan
CHUA RENE,GOOD SHEPHERD,nan
CO JAMES,ST. VINCENT HOSPITAL,nan
CRISOSTOMO MARIETA,MARIKINA VALLEY MEDICAL CENTER,nan
CRUZ SONNY,MONTALBAN INFIRMARY,188624.0
CRUZ KATZEN,MONTALBAN INFIRMARY,nan
CRUZ AGNES,MARIKINA VALLEY MEDICAL CENTER,nan
CUNANAN ROMULO,SAN MATEO MEDICAL CENTER,nan
DAYRIT RHIAJOY,TMC SM SAN MATEO,nan
DE GUZMAN RONNEL,Amang Hospital,nan
DE GUZMAN ARRIANE ROSE,Amang Hospital,nan
DE JESUS MICHELLE,CENTRO MEDICAL CENTER,nan
DEGUZMAN WILFREDO,DE GUZMAN CLINIC,nan
DEGUZMAN JOANN,CITY HEALTH OFFICE,nan
DEGUZMAN DAISY,DE GUZMAN CLINIC,nan
DELA CRUZ BELINDA,MARIKINA VALLEY MEDICAL CENTER,nan
DELA ROSA VENN HOMER,Amang Hospital,nan
DIZON ROCKY,MARIKINA MEDICAL DOCTORS,nan
EMERSON MARIANO,CLINICA BURGOS,nan
ESPALDON VISVANATH,SAN MATEO MEDICAL CENTER,nan
GARCIA MARIA VICTORIA,ST. VINCENT HOSPITAL,nan
GONZALES HARLAN SHANE,ST. VINCENT HOSPITAL,nan
GRAN MARY GRACE,HVILL HOSPITAL,nan
GUTIERREZ LOUISE MYKAEL,SAN MATEO DOCTORS,nan
HERNANDEZ BENJAMIN,ST. VICTORIA HOSPITAL,nan
HERRERA ALBERT,CITY HEALTH OFFICE,nan
MACADANGDANG CATHERINE,Amang Hospital,nan
MACAGBA BEVERLY,SAN MATEO MEDICAL CENTER,nan
MADLANGSAKAY ISRAEL,Amang Hospital,nan
MAGAT SUSAN,HOLY SAVIOR MEDICAL CLINIC,nan
MAGBANUA-MAGLANQUE ERVA,MY DOCTORS DIAGNOSTIC CLINIC,nan
MAGNO MARIAN,CITY HEALTH OFFICE,nan
MAGUSLOG SVETHLANA,TMC SM SAN MATEO,nan
MALAYA BENJAMIN,MARIKINA VALLEY MEDICAL CENTER,nan
MALIJAN MARIA LUISA,MARIKINA VALLEY MEDICAL CENTER,nan
MALLARI-CRUZ LORELIE,WELLNES MEDICAL CENTER,nan
MANANSALA--KONG RUTH ANN,TMC SM SAN MATEO,nan
MANGULABNAN VAN DERICK,SAN MATEO MEDICAL CENTER,nan
MANGULABNAN-CAPINPIN MELISSA CAMILLE,ST. VINCENT HOSPITAL,nan
MANLUTAC BENJAMIN,MARIKINA VALLEY MEDICAL CENTER,nan
MANZANO ROSS,VAYOS MEDICAL CLINIC,nan
MARIANO PATRICIA,MARIKINA VALLEY MEDICAL CENTER,nan
MARICAR PABILONIA,GARCIA GENERAL HOSPITAL,nan
MAYDEL ROSARIO,CITY HEALTH OFFICE,nan
MELENDREZ RALPH,HVILL HOSPITAL,nan
MENDOZA LORNA,ASSUMPTION CLINIC,nan
MENIA PHILBERT JOHN,PADRE PIO HOSPITAL,nan
MURILLIO JUANITO GREGORIO,DR. GOODHEALTH FAMILY CLINIC,nan
NEMENO STEFFI HEIDIE,DR. GOODHEALTH FAMILY CLINIC,nan
NOCON RAYMOND,NOCON CLINIC,nan
OLAIVAR MARIETA,MARIKINA VALLEY MEDICAL CENTER,nan
ORDONEZ ROLANDO,ST. VICTORIA HOSPITAL,nan
PAGUILIGAN CHRISTIAN JAMES,PAGUILIGAN CLINIC,nan
PALENCIA MARRY ROSE,SAN MATEO MEDICAL CENTER,nan
PANGANIBAN IVAN,PADRE PIO HOSPITAL,nan
PARAISO FLOR,JP RIZAL,nan
PASCUA KIM,CLINICA BURGOS,141675.0
PASCUAL KIMBERLY ANN,PADRE PIO HOSPITAL,nan
PATIO ANTOINETTE TWINKLE,Amang Hospital,nan
PERALTA JOSE RAFAEL,SAN MATEO MEDICAL CENTER,nan
PEREZ CATHERINE,HVILL HOSPITAL,nan
PEREZ-TRAJANO EUNICE MARIE,SAN MATEO MEDICAL CENTER,nan
PERGIS MARK ANTHONY,DIALYSIS CENTER,nan
PIA CHUA,ST. VINCENT HOSPITAL,nan
PUA MELQUIEDES,SAN MATEO DOCTORS,nan
RAMIREZ MARK AUSTIN,SAN MATEO MEDICAL CENTER,nan
RAMOS RUSSEL,TMC SM SAN MATEO,nan
RANA MARIA JESUSA,HVILL HOSPITAL,nan
REBULLIDA SALVADOR PEDRO,MARIKINA VALLEY MEDICAL CENTER,nan
REGGIE DIVINA,GARCIA GENERAL HOSPITAL,nan
REGIS REYNALDO,HOLY SAVIOR MEDICAL CLINIC,nan
REGIS REGINALDO,HOLY SAVIOR MEDICAL CLINIC,nan
RODULFO JUANITO,ST. ANTHONY HOSPITAL,nan
SALVADOR CHARRIE,CITY HEALTH OFFICE,nan
SALVADOR RICA,CENTRO MEDICAL CENTER,nan
SAMBRANA ABEGAIL,MARIKINA MEDICAL DOCTORS,nan
SAN JUAN MERY JENN,TMC SM SAN MATEO,nan
SANTIAGO ROGEL,HOLY FAMILY HEALTHCARE CLINIC,nan
SANTOS VINCENT,ST. VINCENT HOSPITAL,nan
SANTOS ALWYN JOHANA,MARIKINA VALLEY MEDICAL CENTER,nan
SIA-ENCINARES ALETH,SAN MATEO SUPERHEALTH CENTER,nan
SIASOCO MINDA,SDS MEDICAL CENTER,nan
SIMON VIVIAN,VIVIAN CLINIC,nan
SINCHONGCO DIOLINA,SINCHONGCO CLINIC,nan
SINOGBA LEMUEL,ST. VICTORIA HOSPITAL,nan
SONGCUAN-SAMSON DEANE,SONGCUAN-SAMSON MEDICAL CLINIC,nan
STA. ANA ENRICO,ST. VINCENT HOSPITAL,nan
TABAG OLIVER,MARIKINA VALLEY MEDICAL CENTER,nan
TAHIR FELISA,BAUTISTA CLINIC,nan
TAMARGO AILEN,TMC SM SAN MATEO,nan
TIOPINCO JOHN PAUL,Marikina Multi-Specialty Healthcare,nan
TRAJANO JOHN PAUL MATTHEW,SAN MATEO MEDICAL CENTER,nan
UBAY CHERRY ANN,HVILL HOSPITAL,nan
VELELIA LAWRENCE,SAN MATEO MEDICAL CENTER,nan
VERGARA ALVIN,MyDoctors Labaratory and Diagnostic Center,nan
VILLAREAL KATRINA,SAN MATEO MEDICAL CENTER,nan
YAP JOEY GUTIERREZ,SAN MATEO MEDICAL CENTER,nan
YAP MARICON,Amang Hospital,nan
YURAG JEFFREY,CASIMIRO YNARES HOSPITAL,nan
ABLANG MARIETTA,CLINICA ABLANG,nan
AGUAS PAOLO,OUR LADY OF MOUNT CARMEL MEDICAL CENTER,nan
